date,target_tonnage,actual_production_tonnes,shortfall_gap_tonnes,is_shortfall,rainfall_mm,soil_moisture,ambient_temp_c,ndvi,ndwi,land_surface_temp_c,excavator_ex01_avail,excavator_ex02_avail,excavator_avg_avail,active_haul_trucks,truck_avail_pct,crusher_avail_pct,blast_delay_days,haul_efficiency,shift_efficiency
2022-04-04,1783.3,1725.3,-58.0,0,7.5,0.157,34.0,0.265,-0.053,36.7,0.92,0.9,0.91,6,1.0,0.94,0,0.96,0.94
2022-04-05,1783.3,1866.6,83.3,0,0.0,0.12,30.2,0.255,-0.061,33.1,0.92,0.9,0.91,6,1.0,0.94,0,0.97,1.0
2022-04-06,1783.3,1300.7,-482.6,1,0.0,0.12,30.8,0.24,-0.069,33.7,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.91
2022-04-07,1783.3,1334.2,-449.1,1,0.0,0.12,35.3,0.241,-0.041,38.2,0.92,0.9,0.91,5,0.83,0.65,0,0.97,0.97
2022-04-08,1783.3,1525.8,-257.5,1,0.7,0.124,33.6,0.236,-0.072,36.4,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.87
2022-04-09,1783.3,1761.2,-22.1,0,0.0,0.12,36.7,0.243,-0.039,39.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2022-04-10,1783.3,1699.8,-83.5,0,0.0,0.12,41.5,0.232,-0.07,44.4,0.92,0.9,0.91,6,1.0,0.94,0,0.97,1.0
2022-04-11,1783.3,1614.7,-168.6,1,0.0,0.12,33.8,0.264,-0.07,36.7,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2022-04-12,1783.3,1562.6,-220.7,1,0.0,0.12,30.9,0.246,-0.062,33.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2022-04-13,1783.3,1734.9,-48.4,0,0.0,0.12,34.9,0.304,-0.063,37.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.94
2022-04-14,1783.3,1742.8,-40.5,0,0.0,0.12,34.7,0.254,-0.068,37.6,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2022-04-15,1783.3,1662.3,-121.0,0,1.8,0.129,40.7,0.249,-0.03,43.6,0.92,0.9,0.91,5,0.83,0.94,0,0.96,0.95
2022-04-16,1783.3,1633.1,-150.2,1,0.0,0.12,36.4,0.264,-0.065,39.3,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.92
2022-04-17,1783.3,1208.7,-574.6,1,0.0,0.12,44.5,0.214,-0.047,47.4,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.8
2022-04-18,1783.3,1608.1,-175.2,1,0.0,0.12,35.0,0.233,-0.009,37.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.89
2022-04-19,1783.3,1445.9,-337.4,1,0.0,0.12,37.2,0.281,-0.004,40.1,0.92,0.62,0.77,6,1.0,0.94,0,0.97,0.94
2022-04-20,1783.3,1168.6,-614.7,1,0.0,0.12,38.1,0.263,-0.045,41.0,0.92,0.9,0.91,5,0.83,0.94,1,0.97,0.88
2022-04-21,1783.3,1117.0,-666.3,1,0.0,0.12,42.7,0.249,-0.094,45.6,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.85
2022-04-22,1783.3,1653.9,-129.4,0,0.0,0.12,37.5,0.294,-0.043,40.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.96
2022-04-23,1783.3,1691.7,-91.6,0,0.0,0.12,39.1,0.252,-0.065,42.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.94
2022-04-24,1783.3,1609.7,-173.6,1,0.0,0.12,35.9,0.207,-0.091,38.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.89
2022-04-25,1783.3,1195.0,-588.3,1,0.0,0.12,37.0,0.248,-0.041,39.9,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.89
2022-04-26,1783.3,1254.3,-529.0,1,0.0,0.12,34.2,0.266,-0.077,37.1,0.57,0.9,0.74,4,0.67,0.94,0,0.97,0.91
2022-04-27,1783.3,1728.8,-54.5,0,0.0,0.12,34.9,0.25,-0.083,37.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.93
2022-04-28,1783.3,1124.1,-659.2,1,0.0,0.12,33.9,0.246,-0.04,36.8,0.92,0.9,0.91,5,0.83,0.94,1,0.97,0.91
2022-04-29,1783.3,1653.6,-129.7,0,0.0,0.12,35.4,0.249,-0.048,38.3,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2022-04-30,1783.3,1089.5,-693.8,1,0.8,0.124,38.2,0.249,-0.064,41.0,0.92,0.9,0.91,6,1.0,0.6,0,0.97,0.9
2022-05-01,1783.3,1710.1,-73.2,0,2.8,0.134,39.2,0.255,-0.013,42.1,0.92,0.9,0.91,5,0.83,0.94,0,0.96,0.96
2022-05-02,1783.3,1633.7,-149.6,0,0.0,0.12,35.9,0.255,-0.048,38.8,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2022-05-03,1783.3,1296.0,-487.3,1,0.0,0.12,31.9,0.253,-0.068,34.8,0.92,0.52,0.72,5,0.83,0.94,0,0.97,0.87
2022-05-04,1783.3,1838.3,55.0,0,0.0,0.12,28.3,0.232,-0.074,31.2,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.99
2022-05-05,1783.3,1696.3,-87.0,0,0.0,0.12,34.1,0.252,-0.036,37.0,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2022-05-06,1783.3,1268.6,-514.7,1,0.0,0.12,35.8,0.255,-0.065,38.7,0.92,0.9,0.91,4,0.67,0.94,0,0.97,0.92
2022-05-07,1783.3,1732.7,-50.6,0,0.0,0.12,41.9,0.243,-0.089,44.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.97
2022-05-08,1783.3,1236.4,-546.9,1,0.0,0.12,37.2,0.246,-0.055,40.1,0.92,0.9,0.91,5,0.83,0.67,0,0.97,0.91
2022-05-09,1783.3,1509.7,-273.6,1,0.0,0.12,29.6,0.272,-0.056,32.5,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.86
2022-05-10,1783.3,777.2,-1006.1,1,0.0,0.12,39.0,0.24,-0.05,41.9,0.46,0.35,0.41,6,1.0,0.94,0,0.97,0.93
2022-05-11,1783.3,1629.3,-154.0,1,0.0,0.12,24.2,0.279,-0.059,27.1,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.9
2022-05-12,1783.3,1781.1,-2.2,0,0.0,0.12,39.6,0.248,-0.088,42.5,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2022-05-13,1783.3,1600.5,-182.8,1,0.0,0.12,37.2,0.248,-0.054,40.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.91
2022-05-14,1783.3,1618.7,-164.6,1,0.0,0.12,43.3,0.252,-0.059,46.2,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.89
2022-05-15,1783.3,1474.3,-309.0,1,0.0,0.12,44.2,0.269,-0.112,47.1,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.84
2022-05-16,1783.3,1612.0,-171.3,1,0.5,0.122,34.1,0.274,-0.043,36.9,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.94
2022-05-17,1783.3,1308.6,-474.7,1,0.0,0.12,31.6,0.254,-0.042,34.5,0.65,0.9,0.78,6,1.0,0.94,0,0.97,0.84
2022-05-18,1783.3,1808.5,25.2,0,0.0,0.12,36.1,0.237,-0.041,39.0,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.99
2022-05-19,1783.3,1671.5,-111.8,0,0.0,0.12,37.5,0.208,-0.061,40.4,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.89
2022-05-20,1783.3,1062.5,-720.8,1,0.0,0.12,36.0,0.311,-0.034,38.9,0.92,0.9,0.91,6,1.0,0.73,1,0.97,0.93
2022-05-21,1783.3,1743.8,-39.5,0,0.2,0.121,31.5,0.214,-0.025,34.4,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.96
2022-05-22,1783.3,1623.8,-159.5,1,0.0,0.12,32.4,0.253,-0.014,35.3,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.97
2022-05-23,1783.3,1129.9,-653.4,1,0.0,0.12,35.9,0.253,-0.063,38.8,0.92,0.9,0.91,5,0.83,0.61,0,0.97,0.89
2022-05-24,1783.3,1647.4,-135.9,0,0.0,0.12,30.9,0.252,-0.046,33.8,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2022-05-25,1783.3,1493.3,-290.0,1,0.0,0.12,31.4,0.232,-0.035,34.3,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.83
2022-05-26,1783.3,1423.8,-359.5,1,0.0,0.12,20.1,0.275,-0.04,23.0,0.92,0.9,0.91,6,1.0,0.72,0,0.97,0.95
2022-05-27,1783.3,1084.9,-698.4,1,0.0,0.12,37.7,0.268,-0.056,40.6,0.92,0.31,0.61,6,1.0,0.94,0,0.97,0.9
2022-05-28,1783.3,1492.8,-290.5,1,0.0,0.12,41.2,0.253,-0.064,44.1,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.87
2022-05-29,1783.3,1501.2,-282.1,1,0.0,0.12,31.2,0.271,-0.044,34.1,0.92,0.5,0.71,6,1.0,0.94,0,0.97,0.96
2022-05-30,1783.3,1648.5,-134.8,0,0.0,0.12,33.8,0.222,-0.051,36.7,0.92,0.9,0.91,6,1.0,0.94,0,0.97,0.91
2022-05-31,1783.3,1589.1,-194.2,1,0.0,0.12,36.6,0.282,-0.081,39.5,0.92,0.9,0.91,5,0.83,0.94,0,0.97,0.91
2022-06-01,1683.3,1025.1,-658.2,1,31.3,0.573,22.9,0.598,0.136,23.5,0.66,0.9,0.78,6,1.0,0.71,1,0.69,0.93
2022-06-02,1683.3,1487.9,-195.4,1,2.8,0.37,27.4,0.606,0.088,29.1,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.84
2022-06-03,1683.3,754.5,-928.8,1,64.2,0.808,27.2,0.586,0.214,26.7,0.92,0.9,0.91,5,0.83,0.94,1,0.62,0.94
2022-06-04,1683.3,1416.5,-266.8,1,9.8,0.42,32.0,0.625,0.056,33.4,0.92,0.9,0.91,5,0.83,0.94,0,0.88,0.88
2022-06-05,1683.3,1772.8,89.5,0,9.7,0.419,29.8,0.61,0.049,31.2,0.92,0.9,0.91,6,1.0,0.94,0,0.88,0.95
2022-06-06,1683.3,1620.1,-63.2,0,10.3,0.423,25.2,0.645,0.071,26.5,0.92,0.9,0.91,6,1.0,0.94,0,0.88,0.85
2022-06-07,1683.3,1303.8,-379.5,1,1.2,0.359,24.6,0.599,0.037,26.3,0.92,0.47,0.7,5,0.83,0.94,0,0.9,0.91
2022-06-08,1683.3,1126.2,-557.1,1,32.6,0.583,28.2,0.603,0.131,28.8,0.92,0.9,0.91,5,0.83,0.94,0,0.69,0.94
2022-06-09,1683.3,1389.9,-293.4,1,17.3,0.474,30.9,0.616,0.06,32.1,0.92,0.9,0.91,5,0.83,0.94,0,0.87,0.92
2022-06-10,1683.3,944.0,-739.3,1,10.2,0.423,27.8,0.589,0.075,29.2,0.92,0.9,0.91,4,0.67,0.94,0,0.88,0.86
2022-06-11,1683.3,1144.3,-539.0,1,7.5,0.403,30.6,0.572,0.096,32.1,0.92,0.9,0.91,4,0.67,0.94,0,0.89,0.91
2022-06-12,1683.3,1089.5,-593.8,1,1.8,0.363,26.8,0.591,0.04,28.5,0.92,0.9,0.91,4,0.67,0.94,0,0.9,0.87
2022-06-13,1683.3,1089.5,-593.8,1,2.9,0.371,26.3,0.618,0.057,27.9,0.44,0.9,0.67,4,0.67,0.94,0,0.9,0.89
2022-06-14,1683.3,1042.7,-640.6,1,31.9,0.578,30.7,0.562,0.104,31.3,0.92,0.9,0.91,5,0.83,0.94,0,0.69,0.85
2022-06-15,1683.3,1185.8,-497.5,1,2.6,0.369,24.9,0.613,0.037,26.6,0.92,0.34,0.63,4,0.67,0.94,0,0.9,0.91
2022-06-16,1683.3,1192.1,-491.2,1,13.4,0.445,33.3,0.621,0.081,34.6,0.92,0.32,0.62,4,0.67,0.94,0,0.88,0.93
2022-06-17,1683.3,1808.1,124.8,0,24.7,0.527,28.5,0.631,0.079,29.4,0.92,0.9,0.91,6,1.0,0.94,0,0.85,0.97
2022-06-18,1683.3,1683.5,0.2,0,1.2,0.358,25.1,0.563,0.039,26.8,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.91
2022-06-19,1683.3,1365.1,-318.2,1,31.4,0.575,30.6,0.647,0.147,31.2,0.92,0.9,0.91,6,1.0,0.94,0,0.69,0.89
2022-06-20,1683.3,1585.6,-97.7,0,4.4,0.381,29.5,0.591,0.056,31.0,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.89
2022-06-21,1683.3,1093.6,-589.7,1,40.9,0.642,28.4,0.627,0.179,28.7,0.92,0.9,0.91,5,0.83,0.94,0,0.67,0.92
2022-06-22,1683.3,1605.3,-78.0,0,4.9,0.385,28.9,0.605,0.06,30.5,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.88
2022-06-23,1683.3,1340.0,-343.3,1,19.5,0.489,24.8,0.617,0.084,25.8,0.92,0.9,0.91,5,0.83,0.94,0,0.86,0.86
2022-06-24,1683.3,829.7,-853.6,1,43.2,0.658,28.5,0.598,0.141,28.7,0.92,0.9,0.91,4,0.67,0.94,0,0.67,0.87
2022-06-25,1683.3,1645.5,-37.8,0,0.4,0.353,29.6,0.644,0.054,31.3,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.9
2022-06-26,1683.3,1163.1,-520.2,1,9.6,0.418,24.9,0.567,0.066,26.3,0.47,0.9,0.69,5,0.83,0.94,0,0.88,0.85
2022-06-27,1683.3,1619.6,-63.7,0,0.9,0.356,32.9,0.592,0.013,34.6,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.97
2022-06-28,1683.3,1529.6,-153.7,1,5.4,0.389,27.0,0.597,0.084,28.5,0.92,0.9,0.91,5,0.83,0.94,0,0.89,1.0
2022-06-29,1683.3,1443.5,-239.8,1,0.2,0.351,20.4,0.634,0.015,22.2,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.89
2022-06-30,1683.3,1380.8,-302.5,1,12.4,0.439,23.8,0.606,0.058,25.1,0.92,0.9,0.91,6,1.0,0.66,0,0.88,0.97
2022-07-01,1683.3,1594.5,-88.8,0,2.7,0.369,29.2,0.593,0.067,30.9,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.89
2022-07-02,1683.3,1296.8,-386.5,1,2.8,0.37,24.8,0.589,0.038,26.4,0.92,0.52,0.72,6,1.0,0.94,0,0.9,0.94
2022-07-03,1683.3,1072.8,-610.5,1,3.8,0.377,31.5,0.554,0.047,33.1,0.92,0.9,0.91,4,0.67,0.94,0,0.89,0.83
2022-07-04,1683.3,1652.7,-30.6,0,21.6,0.504,30.0,0.607,0.108,31.0,0.92,0.9,0.91,6,1.0,0.94,0,0.86,0.93
2022-07-05,1683.3,1490.5,-192.8,1,10.5,0.425,29.5,0.554,0.101,30.9,0.92,0.9,0.91,5,0.83,0.94,0,0.88,0.96
2022-07-06,1683.3,368.4,-1314.9,1,89.9,0.95,23.2,0.631,0.289,22.0,0.92,0.9,0.91,5,0.83,0.94,3,0.58,0.99
2022-07-07,1683.3,1308.7,-374.6,1,7.4,0.403,26.5,0.598,0.045,28.0,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.85
2022-07-08,1683.3,300.0,-1383.3,1,110.1,0.95,27.3,0.611,0.247,26.1,0.92,0.9,0.91,5,0.83,0.94,3,0.58,0.95
2022-07-09,1683.3,1589.2,-94.1,0,25.8,0.534,31.2,0.594,0.094,32.1,0.92,0.9,0.91,6,1.0,0.94,0,0.85,0.85
2022-07-10,1683.3,1495.3,-188.0,1,3.7,0.377,23.5,0.61,0.019,25.1,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.91
2022-07-11,1683.3,1524.0,-159.3,1,10.3,0.423,35.2,0.629,0.016,36.6,0.92,0.9,0.91,5,0.83,0.94,0,0.88,0.97
2022-07-12,1683.3,1458.1,-225.2,1,14.9,0.457,24.2,0.565,0.085,25.5,0.92,0.9,0.91,5,0.83,0.94,0,0.87,0.9
2022-07-13,1683.3,1197.9,-485.4,1,1.9,0.364,32.9,0.619,0.022,34.6,0.92,0.9,0.91,4,0.67,0.94,0,0.9,0.94
2022-07-14,1683.3,1256.6,-426.7,1,20.4,0.496,32.6,0.611,0.121,33.6,0.6,0.54,0.57,5,0.83,0.94,0,0.86,0.94
2022-07-15,1683.3,1486.1,-197.2,1,10.9,0.428,31.3,0.611,0.068,32.6,0.92,0.9,0.91,5,0.83,0.94,0,0.88,0.92
2022-07-16,1683.3,1339.8,-343.5,1,0.7,0.355,26.3,0.58,0.056,28.0,0.92,0.9,0.91,6,1.0,0.94,1,0.9,0.97
2022-07-17,1683.3,1709.5,26.2,0,3.5,0.375,30.7,0.597,0.036,32.3,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.92
2022-07-18,1683.3,1243.1,-440.2,1,4.6,0.383,27.3,0.631,0.05,28.8,0.92,0.9,0.91,6,1.0,0.94,1,0.89,0.85
2022-07-19,1683.3,1081.1,-602.2,1,1.7,0.362,23.7,0.587,0.076,25.4,0.44,0.9,0.67,6,1.0,0.94,0,0.9,0.86
2022-07-20,1683.3,1532.6,-150.7,1,27.0,0.543,31.3,0.624,0.091,32.1,0.92,0.9,0.91,5,0.83,0.94,0,0.85,0.99
2022-07-21,1683.3,1596.3,-87.0,0,10.7,0.426,24.1,0.611,0.096,25.5,0.92,0.9,0.91,6,1.0,0.94,0,0.88,0.91
2022-07-22,1683.3,1273.9,-409.4,1,9.9,0.421,34.2,0.567,0.07,35.6,0.48,0.9,0.69,6,1.0,0.94,0,0.88,0.91
2022-07-23,1683.3,741.7,-941.6,1,64.3,0.809,28.5,0.587,0.222,28.0,0.92,0.9,0.91,5,0.83,0.94,1,0.62,0.87
2022-07-24,1683.3,1580.4,-102.9,0,3.2,0.373,27.6,0.608,0.064,29.3,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.87
2022-07-25,1683.3,1440.4,-242.9,1,2.3,0.367,25.0,0.621,0.033,26.6,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.89
2022-07-26,1683.3,1190.2,-493.1,1,38.1,0.622,22.4,0.55,0.161,22.8,0.92,0.32,0.62,6,1.0,0.94,0,0.68,0.94
2022-07-27,1683.3,1686.4,3.1,0,0.3,0.352,28.4,0.635,0.055,30.2,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.93
2022-07-28,1683.3,1602.7,-80.6,0,6.5,0.397,28.5,0.585,0.041,30.1,0.92,0.9,0.91,5,0.83,0.94,0,0.89,1.0
2022-07-29,1683.3,1406.7,-276.6,1,2.8,0.37,30.7,0.591,0.069,32.3,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.93
2022-07-30,1683.3,1740.3,57.0,0,1.2,0.359,31.3,0.563,0.039,33.0,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.94
2022-07-31,1683.3,1425.7,-257.6,1,4.1,0.379,27.7,0.611,0.025,29.3,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.88
2022-08-01,1683.3,1437.0,-246.3,1,0.7,0.355,29.2,0.604,0.022,30.9,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.91
2022-08-02,1683.3,1760.8,77.5,0,7.5,0.404,28.0,0.618,0.077,29.5,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.98
2022-08-03,1683.3,1555.7,-127.6,0,4.9,0.385,29.1,0.576,0.073,30.6,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.93
2022-08-04,1683.3,1346.4,-336.9,1,38.2,0.623,25.6,0.59,0.156,26.0,0.92,0.9,0.91,6,1.0,0.94,0,0.68,0.96
2022-08-05,1683.3,1216.6,-466.7,1,28.5,0.553,29.1,0.567,0.088,29.8,0.43,0.9,0.67,5,0.83,0.94,0,0.85,0.9
2022-08-06,1683.3,1165.9,-517.4,1,8.4,0.41,25.2,0.592,0.033,26.6,0.92,0.9,0.91,4,0.67,0.94,0,0.89,0.93
2022-08-07,1683.3,898.6,-784.7,1,39.2,0.63,32.2,0.614,0.153,32.5,0.92,0.9,0.91,4,0.67,0.94,0,0.67,0.97
2022-08-08,1683.3,1392.0,-291.3,1,4.6,0.383,28.7,0.592,0.037,30.3,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.92
2022-08-09,1683.3,1578.6,-104.7,0,11.6,0.433,28.2,0.616,0.079,29.6,0.92,0.9,0.91,5,0.83,0.94,0,0.88,0.99
2022-08-10,1683.3,1177.1,-506.2,1,27.5,0.546,32.9,0.619,0.087,33.6,0.92,0.51,0.72,6,1.0,0.94,0,0.85,0.87
2022-08-11,1683.3,1215.9,-467.4,1,0.6,0.354,29.5,0.62,0.034,31.2,0.92,0.51,0.72,4,0.67,0.94,0,0.9,0.93
2022-08-12,1683.3,1400.8,-282.5,1,20.9,0.499,29.3,0.633,0.101,30.3,0.69,0.9,0.8,5,0.83,0.94,0,0.86,0.92
2022-08-13,1683.3,1470.1,-213.2,1,22.3,0.509,24.1,0.605,0.152,25.0,0.92,0.9,0.91,5,0.83,0.94,0,0.86,0.93
2022-08-14,1683.3,1131.1,-552.2,1,2.6,0.369,31.0,0.654,0.07,32.7,0.92,0.34,0.63,6,1.0,0.94,0,0.9,0.86
2022-08-15,1683.3,1737.4,54.1,0,2.1,0.365,20.6,0.572,0.028,22.3,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.94
2022-08-16,1683.3,1715.8,32.5,0,3.0,0.372,27.9,0.614,0.084,29.6,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.96
2022-08-17,1683.3,1611.6,-71.7,0,13.5,0.446,26.0,0.604,0.083,27.3,0.92,0.9,0.91,5,0.83,0.94,0,0.88,0.99
2022-08-18,1683.3,1482.2,-201.1,1,3.5,0.375,25.1,0.586,0.085,26.7,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.95
2022-08-19,1683.3,964.3,-719.0,1,37.1,0.615,25.9,0.588,0.089,26.3,0.92,0.9,0.91,4,0.67,0.94,0,0.68,0.96
2022-08-20,1683.3,1618.7,-64.6,0,5.8,0.391,27.8,0.568,0.066,29.4,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.88
2022-08-21,1683.3,1627.1,-56.2,0,0.3,0.352,31.0,0.589,0.041,32.8,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.89
2022-08-22,1683.3,527.7,-1155.6,1,51.9,0.721,21.0,0.598,0.159,20.9,0.92,0.9,0.91,6,1.0,0.94,3,0.65,0.91
2022-08-23,1683.3,1148.6,-534.7,1,33.5,0.589,21.9,0.591,0.156,22.5,0.92,0.9,0.91,5,0.83,0.94,0,0.68,0.92
2022-08-24,1683.3,1601.4,-81.9,0,2.9,0.371,30.7,0.58,0.079,32.3,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.91
2022-08-25,1683.3,863.8,-819.5,1,59.5,0.775,24.7,0.609,0.227,24.3,0.92,0.9,0.91,5,0.83,0.94,1,0.63,0.93
2022-08-26,1683.3,542.9,-1140.4,1,114.8,0.95,26.0,0.615,0.323,24.7,0.42,0.9,0.66,6,1.0,0.94,2,0.58,0.92
2022-08-27,1683.3,1608.8,-74.5,0,1.4,0.36,26.9,0.591,0.068,28.6,0.92,0.9,0.91,6,1.0,0.94,0,0.9,0.88
2022-08-28,1683.3,1379.4,-303.9,1,1.4,0.36,21.6,0.586,-0.006,23.3,0.92,0.6,0.76,5,0.83,0.94,0,0.9,0.9
2022-08-29,1683.3,1324.4,-358.9,1,11.0,0.429,31.0,0.592,0.075,32.4,0.92,0.56,0.74,6,1.0,0.69,0,0.88,0.92
2022-08-30,1683.3,1472.6,-210.7,1,4.3,0.381,23.6,0.598,0.053,25.2,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.92
2022-08-31,1683.3,1227.3,-456.0,1,1.5,0.36,32.9,0.588,0.058,34.6,0.92,0.9,0.91,4,0.67,0.94,0,0.9,1.0
2022-09-01,1683.3,1321.3,-362.0,1,25.9,0.535,27.5,0.599,0.138,28.3,0.92,0.9,0.91,5,0.83,0.94,0,0.85,0.9
2022-09-02,1683.3,1300.5,-382.8,1,30.9,0.571,29.3,0.581,0.107,29.9,0.92,0.9,0.91,6,1.0,0.94,0,0.69,0.88
2022-09-03,1683.3,407.4,-1275.9,1,71.2,0.859,25.7,0.614,0.245,24.9,0.6,0.9,0.75,5,0.83,0.94,3,0.61,0.92
2022-09-04,1683.3,1309.5,-373.8,1,2.4,0.367,27.5,0.579,0.016,29.2,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.83
2022-09-05,1683.3,1313.1,-370.2,1,14.8,0.455,28.7,0.633,0.097,29.9,0.92,0.59,0.75,5,0.83,0.94,0,0.87,0.87
2022-09-06,1683.3,1428.8,-254.5,1,5.0,0.386,26.3,0.585,0.041,27.9,0.92,0.9,0.91,5,0.83,0.94,0,0.89,0.9
2022-09-07,1683.3,1153.9,-529.4,1,31.9,0.578,25.0,0.609,0.129,25.6,0.92,0.9,0.91,5,0.83,0.94,0,0.69,0.89
2022-09-08,1683.3,1812.1,128.8,0,0.8,0.356,28.8,0.627,0.026,30.5,0.92,0.9,0.91,6,1.0,0.94,0,0.9,1.0
2022-09-09,1683.3,1134.2,-549.1,1,9.8,0.42,31.8,0.589,0.075,33.2,0.92,0.9,0.91,4,0.67,0.94,0,0.88,0.9
2022-09-10,1683.3,1119.1,-564.2,1,20.4,0.496,29.8,0.583,0.139,30.8,0.92,0.9,0.91,4,0.67,0.94,0,0.86,0.88
2022-09-11,1683.3,1746.5,63.2,0,4.0,0.379,27.2,0.582,0.064,28.8,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.98
2022-09-12,1683.3,948.6,-734.7,1,57.3,0.759,27.8,0.592,0.227,27.5,0.92,0.9,0.91,6,1.0,0.94,1,0.64,0.97
2022-09-13,1683.3,1697.8,14.5,0,4.1,0.379,33.3,0.616,0.043,34.9,0.92,0.9,0.91,6,1.0,0.94,0,0.89,0.9
2022-09-14,1683.3,1101.4,-581.9,1,0.2,0.352,27.5,0.636,0.027,29.3,0.92,0.9,0.91,4,0.67,0.94,0,0.9,0.88
2022-09-15,1683.3,1235.9,-447.4,1,1.0,0.357,26.3,0.58,0.036,28.0,0.41,0.9,0.66,5,0.83,0.94,0,0.9,0.92
2022-09-16,1683.3,345.7,-1337.6,1,54.9,0.742,26.9,0.59,0.222,26.7,0.92,0.9,0.91,4,0.67,0.94,3,0.64,0.93
2022-09-17,1683.3,1460.2,-223.1,1,1.2,0.358,30.7,0.573,0.028,32.4,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.9
2022-09-18,1683.3,1519.1,-164.2,1,2.4,0.367,29.1,0.604,0.043,30.7,0.92,0.9,0.91,5,0.83,0.94,0,0.9,0.92
2022-09-19,1683.3,1094.9,-588.4,1,9.8,0.42,28.8,0.602,0.056,30.2,0.92,0.9,0.91,4,0.67,0.94,0,0.88,0.91
2022-09-20,1683.3,495.7,-1187.6,1,102.4,0.95,33.3,0.629,0.294,32.1,0.92,0.9,0.91,5,0.83,0.94,2,0.58,0.92
2022-09-21,1683.3,1741.6,58.3,0,24.0,0.521,25.4,0.573,0.122,26.3,0.92,0.9,0.91,6,1.0,0.94,0,0.85,0.97
2022-09-22,1683.3,1275.8,-407.5,1,13.0,0.443,22.6,0.636,0.099,23.9,0.55,0.9,0.73,5,0.83,0.94,0,0.88,0.87
